"Planet_Name","Orbit_Period","Planet_Radius","Planet_Mass","Stellar_Flux","Temperature","Star_Temperature","Star_Mass","Planet_Density","Escape_Velocity","Gravity","ESI_Standard","ESI_Weighted","ESI_Custom","ESI_Revised"
"WASP-163 b",1.6096884,13.473,594.3421,1200,1638,5500,0.97,1.33889281040565,74.3050202983989,32.1528417239789,0.067425194926248,0.00602126419437543,0.265050362450258,-0.172654061267397
"WASP-166 b",5.44354,7.062,32.10083,440,1270,6050,1.19,0.502152196141659,23.8520844900508,6.32080399112573,0.11786115918632,0.0657779528245293,0.290746067595933,-0.10499235680711
"WASP-170 b",2.34478022,12.285,508.528,680,1422,5600,0.93,1.51109452661411,71.9783554432323,33.0884205319696,0.0737960619344054,0.0428647805651148,0.274105579496532,-0.141399552922321
"WASP-173 A b",1.3866529,14.404,1102.8701,1920,1842,5767,1.09,2.03318674153128,97.8932370950771,52.1998944779988,0.0632226744815336,-0.00690437409599265,0.258385779106125,-0.213596356135761
"WASP-174 b",4.2337005,16.107,104.88337,901.9,1528,6399,1.24,0.138281760985819,28.5481553959613,3.96998443107904,0.0578162187390616,-0.014214324558635,0.235698049730399,-0.207007159061738
"WASP-178 b",3.3448412,21.745,448.1403,5550,2402,8640,1.93,0.240125348930492,50.787795137038,9.30693464735089,0.0431435203195309,-0.104916422166036,0.22650350053128,-0.241131035029924
"WASP-18 b",0.94145223,13.899,3241.84975,5805,2429,6432,1.29,6.65188086426804,170.858554860662,164.79243108427,0.0648913413337781,-0.0430135716631272,0.241806047454121,-0.298258756758339
"WASP-19 b",0.78883852,15.861,366.77398,3320,2113,5616,0.96,0.506417922196638,53.7979889346704,14.3168961759357,0.0577601079864474,-0.0683165388102238,0.250117894999252,-0.203831616938821
"WASP-2 b",2.152175,12.117,295.89973,492,1311,5180,0.9,0.916350222443531,55.2849339825218,19.7909135114227,0.0752829145057486,0.047096966221287,0.276361481538306,-0.108706617954693
"WASP-44 b",2.423804,12.33,276.5121,533,1337,5420,0.94,0.812694190308999,52.9794684671505,17.8607410959364,0.0739979411008562,0.0390466630852589,0.275093519362413,-0.111350178696348
"WASP-45 b",3.126089,10.604,306.38812,294,1153,5150,0.85,1.41567971445861,60.1358101549471,26.7574037241521,0.0858107563953613,0.0954249968091974,0.288276065417896,-0.0816764998228023
"WASP-77 A b",1.36002854,13.787,529.81995,1440,1715,5617,0.9,1.11383593449684,69.3523737932834,27.3716037314525,0.0659197502949194,-0.00916568005171658,0.262404863459823,-0.17687129634557
"WD 1856+534 b",1.4079405,10.4,4386.054,0.18,163,4710,0.52,21.4820736303213,229.748340088203,398.21607137574,0.237501239762309,0.329210219292202,0.285880905200472,-0.017859406356074
"XO-7 b",2.8641424,15.39,225.34147,1540,1743,6250,1.41,0.340586561461482,42.8088258676702,9.34276384038816,0.0597221235568239,-0.0369202925910062,0.251314164814278,-0.175960277194367
"pi Men c",6.2679,2.042,4.82,309,1170,6037,1.09,3.11876081790676,17.1880937997772,11.3513378694813,0.256874659050039,0.198811268799578,0.430477708310095,0.0362418726186599
