"Planet_Name","Orbit_Period","Planet_Radius","Planet_Mass","Stellar_Flux","Temperature","Star_Temperature","Star_Mass","Planet_Density","Escape_Velocity","Gravity","ESI_Standard","ESI_Weighted","ESI_Custom","ESI_Revised"
"EPIC 220674823 c",13.3387,2.77,5.7,64,722,5496,0.92,1.47753505305241,16.0483212058878,7.29502534895541,0.238476921569271,0.296575322274442,0.417125552541086,0.112687762426891
"EPIC 246851721 b",6.180235,11.781,953.49,642,1401,6202,1.32,3.21271291433408,100.646588370781,67.4626378396656,0.0766065352239361,0.0678427389016076,0.276134352164151,-0.162881629040482
"EPIC 248847494 b",3650,12.442,4131.79,0.19,183,4898,0.9,11.8187050267032,203.871297273007,262.101395936073,0.22932573116482,0.390511155476174,0.340968953447737,0.0714443152992575
"EPIC 249893012 b",3.5951,1.95,8.75,1037,1616,5430,1.05,6.50139365893804,23.6983869091017,22.5969756738988,0.258428702146485,0.120551319632152,0.390515525823394,-0.0666664448557257
"EPIC 249893012 c",15.624,3.67,14.67,160,990,5430,1.05,1.63506177465575,22.3673271362459,10.6957064051259,0.193095450233032,0.195301371733663,0.375946628137388,0.038054085600285
"EPIC 249893012 d",35.747,3.94,10.18,53,752,5430,1.05,0.916983153271564,17.9828218926441,6.43971759128037,0.199534100789048,0.248417410330458,0.386695158248955,0.0737196280814497
"GJ 1214 b",1.58040433,2.742,8.17,21,596,3250,0.18,2.18334290687052,19.3112047198536,10.6708408680168,0.27779464048039,0.387284151328539,0.375610023767133,0.166623658967746
"GJ 3473 b",1.1980035,1.264,1.86,59.4,773,3347,0.36,5.07427461088055,13.5710984161856,11.4322123858356,0.31135326527378,0.349323295034928,0.469310893069206,0.147576513544782
"GJ 357 b",3.93072,1.217,1.84,12.6,525,3505,0.34,5.62403911753311,13.7561114963864,12.1996719981041,0.392921278395046,0.507110262740387,0.507645131537606,0.287709078351204
"GJ 3929 b",2.6162745,1.15,1.21,17.5,569,3369,0.31,4.38322832251171,11.4756113089345,8.98465028355388,0.367410621822397,0.468558869222586,0.499960982305813,0.250795148073478
"GJ 486 b",1.467119,1.305,2.82,40.3,701,3340,0.32,6.99068635889881,16.4456621131589,16.2607125555996,0.320661479922722,0.378886062524935,0.450220038937912,0.153580448811269
"GJ 9827 b",1.2089802,1.62,3.42,315,1172,4269,0.61,4.43183218213225,16.2550238327719,12.7969821673525,0.277718580645894,0.212417682429691,0.441538226610825,0.0388964258655481
"GJ 9827 c",3.648083,1.269,2.42,72,811,4269,0.61,6.52428229669831,15.4493046327029,14.7571879845575,0.307175620369532,0.330194495869161,0.478423541044968,0.135952174979361
"GJ 9827 d",6.20142,2.04,2.35,29,646,4219,0.64,1.52503427456557,12.0074534663903,5.54522299115725,0.297096335835613,0.351645441450371,0.452021946236053,0.13628762297436
"GPX-1 b",1.744579,16.477,6261.21962,4650,2300,7000,1.68,7.71128504131258,218.083326362902,226.471805197281,0.0557109691971001,-0.0410031216355717,0.23187737931837,-0.306570082692698
"HAT-P-25 b",3.65281514,12.722,180.84527,325,1182,5519,1.01,0.483886187049876,42.1801331512512,10.9725573540381,0.0733100684963494,0.0559619701170584,0.274816020567525,-0.0868047935465941
"HAT-P-29 b",5.72339,11.926,243.77561,433,1271,6115,1.2,0.791786479003681,50.5801121835874,16.8310856337543,0.0766118778501717,0.0512046092264873,0.280075040924873,-0.0968369358733381
"HAT-P-32 b",2.1500082,22.194,216.1244,1841,1836,6001,1.13,0.10891791018442,34.9113123187511,4.30867885101346,0.0427104131224031,-0.0594112336195609,0.225219448146182,-0.237190822336037
"HAT-P-36 b",1.3273466,15.211,611.82275,1821,1820,5560,1.05,0.957755307038458,70.9522206590608,25.9669879770383,0.060244531737081,-0.0279803184270715,0.256627349168899,-0.190629288727596
"HAT-P-58 b",4.0138379,14.93,118.23217,1146,1622,6078,1.03,0.195730489310097,31.4825564868454,5.20867827221385,0.0616024970363069,-0.0238087845908166,0.244635651348103,-0.193175675150677
"HAT-P-59 b",4.1419771,12.588,489.45575,441.4,1278,5678,1.01,1.35190282799943,69.7606333942517,30.3327268435678,0.0731057323890276,0.0624440321403779,0.277835867803874,-0.117337224561923
"HAT-P-60 b",4.7947813,18.282,182.43351,1634,1772,6212,1.44,0.164488577401038,35.3404861562547,5.36004816888547,0.0510884512442531,-0.0478007306831429,0.235909626963427,-0.211689706583461
"HAT-P-61 b",1.90231289,10.077,335.94463,849.5,1505,5587,1,1.80874012100099,64.5952059497113,32.4875285409029,0.0870942911607699,0.0439525295410037,0.282122925728265,-0.140121234193775
"HAT-P-62 b",2.6453235,12.027,241.86742,867.2,1512,5629,1.02,0.765962809605038,50.1697683032391,16.4200410250407,0.0748205247208036,0.0122769380543359,0.272426762975033,-0.133073777672317
"HAT-P-63 b",3.377728,12.543,195.14664,387.4,1237,5400,0.93,0.544827544322431,44.1277610415792,12.1806291613964,0.0736682443351199,0.04790039641614,0.274800207632703,-0.0943264857301931
"HAT-P-64 b",4.007232,19.089,184.34048,1611,1766,6457,1.3,0.146006914914694,34.76568836193,4.96781993484392,0.0491272962795708,-0.0483883728560337,0.233417919178084,-0.217234523863744
"HAT-P-68 b",2.29840551,12.016,230.10892,184.8,1028,4508,0.68,0.730728320659679,48.95745484764,15.6503877708107,0.0794339365801553,0.0994609689981315,0.280480563249619,-0.0540572243165203
"HAT-P-9 b",3.92281072,15.614,238.05467,931,1540,6350,1.28,0.344537441934082,43.6830878624353,9.58870247687547,0.0594035412164119,-0.0131883923409353,0.25645794221772,-0.151931763134364
"HATS-17 b",16.254611,8.709,425.25654,72.7,814,5846,1.13,3.54689534293635,78.1759954863717,55.058694299359,0.112050911601478,0.222729139174172,0.319391738962197,-0.0153315388588926
"HATS-18 b",0.8378434,14.986,629.3034,2990,2060,5600,1.04,1.03016107948583,72.4968671877118,27.5169382611101,0.0608257510290148,-0.0479339485477583,0.25370213231204,-0.212386043606488
"HATS-36 b",4.1752387,13.843,1022.14128,561,1356,6149,1.22,2.12286567877695,96.1329831590503,52.3795759244746,0.0668430524243945,0.0593814962634749,0.270399474062509,-0.155161536520763
"HATS-37 A b",4.3315366,6.793,31.46517,229.7,1085,5326,0.84,0.553028461966406,24.0777720618683,6.69604465278454,0.123837955562271,0.107060486820981,0.299212885772429,-0.0648552127203939
"HATS-38 b",4.375021,6.882,23.51942,464.7,1294,5732,0.89,0.397543674121542,20.6817857356199,4.8765059544456,0.120133767654656,0.0588535933395511,0.283923459248827,-0.131765571719469
"HATS-47 b",3.9228038,12.52,117.27927,87.73,853,4512,0.67,0.329238422254324,34.2405338660427,7.3472375917382,0.0830887495801015,0.132811873854965,0.276339852723857,-0.0313693542415912
"HATS-48 A b",3.1316666,8.967,77.23269,137.6,955,4546,0.73,0.590149300401322,32.8328861472053,9.43231529996068,0.102701516047263,0.127354014215835,0.292619306366012,-0.0293987656507804
"HATS-49 b",4.1480467,8.575,112.19399,80.45,835,4405,0.71,0.980323585805777,40.4668870419815,14.9834845249853,0.111921114814037,0.178021069428101,0.307780140052251,0.0181165220918352
"HATS-59 b",5.416081,12.621,256.17098,269,1128,5670,1.04,0.702022245072785,50.4022757821111,15.7926090347583,0.0744905390186753,0.0738691002948432,0.281528118678559,-0.0732216079134034
"HATS-60 b",3.560829,12.924,210.40346,903.9,1528,5688,1.1,0.536987620427085,45.1398413985314,12.3700218408962,0.0702305957673089,0.000672800663138573,0.267428479405125,-0.137906508950211
"HATS-61 b",7.817953,13.395,1080.622,374.2,1226,5542,1.08,2.47712484669479,100.484160453874,59.1425242798529,0.0697321090735844,0.0883281701244498,0.278393137776264,-0.135398187983816
"HATS-62 b",3.2768837,11.825,56.89157,387.4,1237,5416,0.9,0.189560006557232,24.5389202710769,3.99537095253633,0.0774611146504101,0.042205295149036,0.251728843232562,-0.159956831726339
"HATS-63 b",3.0566527,13.529,305.1168,634.1,1398,5627,0.93,0.67884601824171,53.1290777140953,16.3699071146084,0.0679728147326102,0.0216413558633505,0.269837726816975,-0.123429497080501
"HATS-64 b",4.908897,18.82,305.1168,1711,1793,6554,1.56,0.252179342499401,45.0459049135318,8.45937681328001,0.0497287154403234,-0.0508709240441787,0.243280727825082,-0.189837386712828
"HATS-65 b",3.105161,16.825,260.93843,1178,1634,6277,1.26,0.3018388035655,44.0578754531922,9.05189248681361,0.0553319298604342,-0.0285544258755002,0.251207170932057,-0.167242527465681
"HATS-66 b",3.1414391,15.816,1694.0339,2637,1998,6626,1.41,2.35903493500046,115.782996522978,66.5028522319394,0.0579912534175105,-0.0207716585200426,0.251399026299627,-0.239437780530352
"HATS-67 b",1.6091788,18.887,460.8535,3821,2193,6594,1.44,0.376856658986457,55.2626898296598,12.6866926085406,0.0492289325193116,-0.083644127492998,0.240994957847898,-0.216509935181094
"HATS-68 b",3.5862202,13.809,410.0007,1521,1741,6147,1.35,0.857827873589693,60.959760086153,21.1140539422515,0.0657872554117525,-0.018787418527237,0.262115786394904,-0.171608118424508
"HATS-69 b",2.2252577,10.593,183.38791,466.6,1296,5137,0.89,0.849994329809277,46.5487399352551,16.0488620588759,0.0845245491864014,0.0535880221846742,0.282198270055621,-0.0956717176501907
"HATS-70 b",1.8882378,15.513,4100.007,9110,2730,7930,1.78,6.05061423965866,181.876449560042,167.303297551839,0.0587250984425358,-0.0623249935305983,0.232511993087975,-0.316966379768565
"HATS-72 b",7.3279474,8.097,39.85588,49.58,739,4656.1,0.73,0.413639713998561,24.8208240806277,5.96974268200978,0.125039804785597,0.195281077239464,0.301840415860485,0.00927718520689802
"HATS-74 A b",1.73185606,11.568,464.02947,106.9,895,3776.9,0.6,1.65147866504775,70.8558490326237,34.0518326910909,0.0861271098219298,0.161398610039133,0.284462644868757,-0.0444925960104272
"HATS-75 b",2.7886556,9.909,156.05375,59.26,772,3790.4,0.6,0.883663605352352,44.3970644417674,15.6072375378483,0.105107696831164,0.189029706379663,0.297957944944181,0.0247732116596026
"HATS-76 b",1.9416423,12.094,835.57088,129.8,940,4016,0.66,2.60240957289144,92.9905316753373,56.0989658621707,0.0814415195966883,0.160842953729765,0.282037219645456,-0.0774347436347103
"HATS-77 b",3.0876262,13.058,436.69623,78.37,828,4071,0.66,1.08056698509291,64.6968973790566,25.1499775616128,0.0818652870742457,0.16244957687601,0.285581229870392,-0.0193515721706452
"HD 110113 b",2.541,2.05,4.55,735.49,1371,5732,1,2.90972575320097,16.667130375899,10.632004759072,0.253979646571967,0.155107426521441,0.42093088360364,-0.00486625135659691
"HD 136352 b",11.57779,1.482,4.62,114,911,5850,0.91,7.81987136408206,19.752812931772,20.6565151589656,0.291751173586249,0.281762520445998,0.449481491065524,0.0799608808284787
"HD 136352 c",27.5909,2.608,11.29,36,682,5850,0.91,3.50649662435582,23.2769054371311,16.3000995050623,0.260594470300622,0.356937117454468,0.441105841895055,0.181201078801549
"HD 136352 d",107.245,2.562,8.82,5.74,431,5664,0.87,2.88957155404678,20.7575835519846,13.1953775866703,0.413963248253137,0.554600911501209,0.554996230255888,0.43087612635573
"HD 1397 b",11.53533,11.5,131.89945,356,1228,5521,1.32,0.477806119804725,37.8882579052136,9.79397050283554,0.0795580128790453,0.0513898653894831,0.280736401884469,-0.0906912127329214
"HD 183579 b",17.471278,3.55,19.7,58.1,769,5788,1.03,2.42595874647354,26.3542706312985,15.3504463400119,0.21020388214949,0.286714193118102,0.394848014159303,0.118191553117154
"HD 189733 b",2.218577,12.543,370.58978,356,1209,5050,0.81,1.0346451252678,60.8104297854201,23.1314086739257,0.0739114264863067,0.0674891854140641,0.276937565046054,-0.0983212265405284
"HD 202772 A b",3.308958,17.318,323.23311,3440,2132,6272,1.72,0.342866361955538,48.3327067734866,10.5835619924389,0.0533231298203125,-0.0768143563470576,0.241518046176103,-0.211711953439438
"HD 207897 b",16.202159,2.501,14.4,26.5,632,5070,0.8,5.07135089707778,26.8445708187079,22.6071906303452,0.277626098031312,0.389219983086905,0.427323629011932,0.177799101423962
"HD 219134 b",3.092926,1.602,4.74,176.2,1015,4699,0.81,6.35174494797814,19.2437621208799,18.1369729785334,0.281988265075438,0.251722861083111,0.437391190590047,0.0595549483730771
"HD 219134 c",6.76458,1.511,4.36,62.1,782,4699,0.81,6.96298309297092,19.0039149141735,18.7529263670213,0.300347482460505,0.334859367250897,0.45771920298411,0.130126048345695
"HD 219134 d",46.859,1.61,16.17,4.72,410,4699,0.81,21.3468911810635,35.4547262728929,61.2589792060492,0.511339556316909,0.512939402257534,0.444374139679635,0.187354389748103
"HD 219134 f",22.717,1.31,7.3,12.38,523,4699,0.81,17.8900361260044,26.4093581967922,41.7726239729619,0.391149004899188,0.431414142412798,0.435695223606089,0.134915912881068
"HD 23472 b",17.667087,2,8.32,16,543,4684,0.67,5.72974881818182,22.8180606499384,20.4256,0.333045045031571,0.4615524861695,0.462737589630361,0.244778366691668
"HD 23472 c",29.79749,1.87,3.41,7.96,467,4684,0.67,2.87297471496144,15.1073555727117,9.57596728530985,0.410386816287107,0.532907921761942,0.538105068684268,0.360003137815655
"HD 23472 d",3.97664,0.75,0.55,117,909,4684,0.67,7.18259111111111,9.58038093602116,9.60177777777778,0.297576647614679,0.292519144290684,0.487374616184728,0.116502889091411
"HD 23472 e",7.90754,0.818,0.72,46.7,723,4684,0.67,7.24727648110005,10.4959477775192,10.5666513232226,0.318852956545387,0.371161537791348,0.513927320704234,0.188128043770838
"HD 23472 f",12.1621839,1.137,0.77,26.3,630,4684,0.67,2.88610133372037,9.20655591349182,5.84899545085007,0.343129845511311,0.408941607845176,0.516301012806665,0.202353919193152
"HD 260655 b",2.76953,1.24,2.14,42.2,709,3803,0.44,6.18373631517374,14.6969801944027,13.667273673257,0.321387317280727,0.379114838499312,0.480905440522637,0.17466812595002
"HD 260655 c",5.70588,1.533,3.09,16.1,557,3803,0.44,4.72535302095634,15.8832812853006,12.9117663203394,0.358112591416238,0.471254944253552,0.489663775522542,0.263466552868153
"HD 332231 b",18.71204,9.718,77.55052,98.09,876,6089,1.13,0.465539219845291,31.6035576622621,8.06384947895332,0.0995400119948702,0.141747721596332,0.303364015604503,-0.0110001216579518
"HD 5278 b",14.339156,2.45,7.8,132,943,6203,1.13,2.92212368223197,19.9616448257959,12.7606830487297,0.242770013952246,0.250735907126205,0.422874139836186,0.0856838192402503
"HD 63935 b",9.058811,2.99,10.8,115.6,911,5534,0.93,2.22593477784914,21.2622073165253,11.8629545530811,0.220661391343657,0.241762643798084,0.397153332874168,0.0761576473743281
"HD 63935 c",21.4023,2.9,11.1,36.7,684,5534,0.93,2.50744392498108,21.8874191711794,12.9609988109394,0.246986918544069,0.339465557190233,0.427622816513179,0.171634924570627
"HD 73583 b",6.398042,2.79,10.2,43.3,714,4511,0.73,2.5875562904923,21.390948841976,12.8677689135546,0.246737819132737,0.328352943118491,0.412122104706746,0.149231590494235
"HD 73583 c",18.87974,2.39,9.7,10.2,498,4511,0.73,3.91453585955738,22.5381871850307,16.6758285044029,0.350820099040371,0.494258027112732,0.470488750146974,0.301334329345074
"HD 93963 A b",1.0391353,1.35,7.8,2898,2042,5987,1.11,17.4660838841086,26.8913423651623,42.0279835390946,0.285576220784561,0.0426877065442115,0.347399369080919,-0.197504043215771
"HD 93963 A c",3.6451398,3.228,19.2,543.8,1344,5987,1.11,3.14487142874541,27.2844947600242,18.094461565392,0.203017740186371,0.140965604412293,0.365155686038586,-0.0283324943090937
"HD 95338 b",55.087,3.89,42.44,7.42,385,5212,0.83,3.9721790419982,36.9525958170066,27.5415044838456,0.317854711602331,0.525644774228434,0.455504411172201,0.320204437772396
"HIP 65 A b",0.9809734,22.754,1021.18779,661,1411,4590,0.78,0.477567315926891,74.9473004845525,19.3687500068084,0.0427479004554028,-0.00492008612294215,0.247464779014504,-0.15394329762635
"K2-100 b",1.6739035,3.88,21.8,1915,1841,5945,1.15,2.05619150813176,26.5182248578965,14.2201615474546,0.179571186381796,0.0508679180445064,0.338408581039234,-0.101381331941883
