"pl_name","pl_orbper","pl_rade","pl_bmasse","pl_insol","pl_eqt","st_teff","st_mass"
"EPIC 211945201 b",19.49221,5.76,NA,NA,817,6069,1.17
"EPIC 211945201 b",19.491,NA,NA,NA,NA,6128,1.16
"EPIC 211945201 b",19.49183,5.96,NA,NA,NA,NA,NA
"EPIC 211945201 b",19.492132,6,NA,NA,NA,NA,NA
"EPIC 211945201 b",19.4921473,5.507,NA,31.91,662,6128,NA
"EPIC 211945201 b",19.491965,6.8,NA,NA,NA,6320,NA
"EPIC 212297394 b",2.28896,1.83,NA,NA,NA,NA,NA
"EPIC 212297394 b",2.289363,1.48,NA,NA,1149,5171,0.83
"EPIC 212297394 b",2.28943,1.323,NA,NA,NA,NA,0.83
"EPIC 212297394 c",5.21378,2.29,NA,NA,NA,NA,NA
"EPIC 212297394 c",5.213,NA,NA,NA,NA,5008,0.83
"EPIC 212297394 c",5.213965,2.27,NA,NA,866,5171,0.83
"EPIC 212424622 b",18.0971,2.21,NA,NA,NA,NA,NA
"EPIC 212424622 b",18.0983,2.17,NA,NA,NA,NA,1.11
"EPIC 212499991 b",34.885,1.6,NA,NA,NA,NA,0.91
"EPIC 212587672 b",15.2841,1.39,NA,NA,NA,NA,NA
"EPIC 212587672 b",15.2841,1.12,NA,NA,NA,NA,0.95
"EPIC 212587672 b",15.28078,1.26,NA,NA,756,6004,0.99
"EPIC 212587672 c",23.226,NA,NA,NA,NA,6055,1.13
"EPIC 212587672 c",23.24110566,NA,NA,NA,NA,6055,1.13
"EPIC 212587672 c",23.226001,2.245,NA,NA,NA,5928,NA
"EPIC 212587672 c",23.2259,2.31,NA,NA,NA,NA,NA
"EPIC 212587672 c",23.226,2.3,NA,NA,NA,NA,NA
"EPIC 212587672 c",23.228555,2.32,NA,NA,658,6004,0.99
"EPIC 212624936 b",0.578657,1.2,NA,NA,NA,5765,NA
"EPIC 212624936 c",11.811437,2.3,NA,NA,NA,5765,NA
"EPIC 212624936 c",11.81387,2.67,NA,NA,NA,NA,NA
"EPIC 212737443 b",13.603,NA,NA,NA,NA,4581,0.72
"EPIC 212737443 b",13.60697954,NA,NA,NA,NA,4581,0.72
"EPIC 212737443 b",13.603,2.586,NA,NA,536,4684,0.69
"EPIC 212737443 c",65.55,2.69,NA,NA,316,4684,0.69
"EPIC 220492298 b",0.762406,0.99,NA,NA,NA,5620,NA
"EPIC 220554210 c",0.70531,1.48,NA,NA,NA,NA,0.94
"EPIC 220554210 c",0.70531,1.6,NA,NA,NA,5499,NA
"EPIC 220554210 c",0.705386,1.73,NA,NA,NA,NA,NA
"EPIC 220674823 b",0.571285,1.816,NA,NA,NA,NA,NA
"EPIC 220674823 b",0.571292,1.52,8.36,NA,2333,5470,0.94
"EPIC 220674823 b",0.571212,1.6,NA,NA,NA,5613,NA
"EPIC 220674823 b",0.571331,1.82,NA,NA,2119,5617,0.97
"EPIC 220674823 b",0.571336,1.8,NA,NA,NA,NA,NA
"EPIC 220674823 b",0.571308,1.46,NA,NA,NA,5590,0.93
"EPIC 220674823 b",0.571336,1.82,9,4293,2063,5496,0.92
"EPIC 220674823 b",0.571,1.712,7.72,NA,NA,5496,0.9
"EPIC 220674823 b",0.571299,1.669,NA,NA,NA,5590,0.97
"EPIC 220674823 c",13.339079,2.73,NA,NA,741,5617,0.97
"EPIC 220674823 c",13.341245,2.53,NA,NA,NA,5590,0.93
"EPIC 220674823 c",13.339746,2.705,NA,NA,NA,5590,0.97
"EPIC 220674823 c",13.3387,2.77,5.7,64,722,5496,0.92
"EPIC 220674823 c",13.334615,2.2,NA,NA,NA,5613,NA
"EPIC 220674823 c",13.338687,2.8,NA,NA,NA,NA,NA
"EPIC 220674823 c",13.33877,3.79,NA,NA,NA,NA,NA
"EPIC 220674823 c",13.3397,2.5,5.8,NA,774,5470,0.94
"EPIC 228836835 b",0.728113,1.1,NA,NA,NA,3782,NA
"EPIC 228836835 b",0.72813,1.27,NA,NA,932,3506,0.42
"EPIC 246851721 b",6.180235,11.781,953.49,642,1401,6202,1.32
"EPIC 246851721 b",6.1802675,13.274,NA,519.97,1330,6513,NA
"EPIC 248847494 b",3650,12.442,4131.79,0.19,183,4898,0.9
"EPIC 249893012 b",3.5951,1.95,8.75,1037,1616,5430,1.05
"EPIC 249893012 c",15.624,3.67,14.67,160,990,5430,1.05
"EPIC 249893012 d",35.747,3.94,10.18,53,752,5430,1.05
"FU Tau b",NA,NA,5085.28,NA,2375,2838,0.05
"G 264-012 b",2.30538,NA,2.5,20.5,587,3326,0.3
"G 264-012 c",8.0518,NA,3.75,3.87,387,3326,0.3
"G 9-40 b",5.746007,2.025,NA,7.2,456,3348,0.29
"G 9-40 b",5.7459945,2.061,NA,4,393,3413,NA
"G 9-40 b",5.745912,NA,NA,NA,NA,3390,NA
"GJ 1061 b",3.204,NA,1.37,3.8,NA,2953,0.12
"GJ 1061 c",6.689,NA,1.74,1.4,NA,2953,0.12
"GJ 1061 d",13.031,NA,1.64,0.6,NA,2953,0.12
"GJ 1132 b",1.6289322,1.215,NA,20.96,546,3202,NA
"GJ 1132 b",1.62893,1.16,1.62,NA,409,3270,0.18
"GJ 1132 b",NA,NA,1.58,NA,NA,NA,NA
"GJ 1132 b",1.628931,1.13,1.66,NA,529,3270,0.18
"GJ 1132 b",1.6289287,1.43,1.63,NA,644,NA,0.18
"GJ 1132 c",8.929,NA,2.64,NA,300,3270,0.18
"GJ 1148 b",41.375,NA,107.74383,NA,NA,3357.57,0.37
"GJ 1148 b",41.38,NA,96.7,NA,NA,3287,0.34
"GJ 1148 b",41.397,NA,94.7094,NA,NA,3287,0.34
"GJ 1148 c",532.58,NA,68.06,NA,NA,3287,0.34
"GJ 1148 c",535.9,NA,82.63539,NA,NA,3357.57,0.37
"GJ 1214 b",1.58040487,2.74,6.37,NA,547,2949,0.15
"GJ 1214 b",1.58040433,2.742,8.17,21,596,3250,0.18
"GJ 1214 b",1.58040481,NA,NA,NA,NA,3000,NA
"GJ 1214 b",1.58040482,2.27,6.43,NA,NA,NA,0.16
"GJ 1214 b",1.58040454,NA,NA,NA,NA,3026,0.16
"GJ 1214 b",1.58040835,NA,NA,NA,NA,3074,0.18
"GJ 1214 b",NA,NA,NA,NA,NA,3026,NA
"GJ 1214 b",1.58040481,NA,NA,NA,NA,3026,NA
"GJ 1214 b",1.58040456,2.847,6.26125,NA,NA,3026,0.15
"GJ 1214 b",1.58040417,NA,NA,NA,604,3250,0.18
"GJ 1214 b",1.58040482,2.65,6.45,NA,NA,3170,0.16
"GJ 1214 b",1.5803925,2.678,6.55,NA,555,3026,0.16
"GJ 1214 b",1.58040494,NA,NA,NA,NA,3074,0.18
"GJ 1214 b",1.5804049,2.64,NA,NA,NA,NA,0.16
"GJ 1214 b",1.5804043,2.61,NA,NA,NA,NA,NA
"GJ 1214 b",1.58040465,NA,NA,NA,NA,3074,0.18
"GJ 1252 b",0.51823846,1.14,NA,255.14,1019,3325,NA
"GJ 1252 b",0.5182349,1.193,2.09,NA,1089,3458,0.38
"GJ 1252 b",0.5182416,1.18,1.32,233,NA,3458,0.38
"GJ 1252 b",0.5182418,NA,NA,NA,NA,3458,0.38
"GJ 1265 b",3.6511,NA,7.4,NA,NA,3236,0.18
"GJ 143 b",35.61253,2.61,22.7,NA,422,4640,0.73
"GJ 143 b",35.589,NA,30.63,NA,NA,NA,0.76
"GJ 143 b",35.61344463,2.629,NA,5.62,393,4628.53,NA
"GJ 15 A b",11.4433,NA,5.35,NA,550,3567,0.38
"GJ 15 A b",11.4432,NA,5.43487,NA,NA,3742.67,0.4
"GJ 15 A b",11.4407,NA,3.03,NA,NA,3607,0.38
"GJ 15 A c",7600,NA,36,NA,NA,3607,0.38
"GJ 160.2 b",5.2354,NA,10.2,NA,NA,4347,0.69
"GJ 163 b",8.63182,NA,10.6,NA,NA,NA,NA
"GJ 163 c",25.63058,NA,6.8,NA,NA,NA,NA
"GJ 163 d",603.95116,NA,29.4,NA,NA,NA,NA
"GJ 179 b",2333,NA,239.00696,NA,NA,3411.78,0.39
"GJ 179 b",2288,NA,260.61,NA,NA,3370,0.36
"GJ 180 b",17.133,NA,6.49,NA,NA,NA,0.43
"GJ 180 b",17.38,NA,8.3,NA,NA,3371,0.43
"GJ 180 c",24.329,NA,6.4,NA,NA,3371,0.43
"GJ 180 d",106.3,NA,7.56,NA,NA,NA,0.43
"GJ 2030 b",2.38128933,NA,4.59248,NA,NA,NA,0.96
"GJ 2030 c",25533.11353048,NA,4067.84698,NA,NA,NA,0.96
"GJ 2056 b",69.971,NA,16.2,NA,NA,NA,0.62
"GJ 229 A c",121.995,NA,7.268,NA,NA,NA,0.58
"GJ 229 A c",121.93267601,NA,8.57613,NA,NA,NA,0.51
"GJ 229 b",579.47494672,NA,14.85045,NA,NA,NA,0.51
"GJ 229 b",526.115,NA,8.478,NA,NA,NA,0.58
"GJ 229 b",471,NA,32,NA,NA,3564,0.58
"GJ 251 b",14.238,NA,4,2.53,351,3451,0.36
"GJ 27.1 b",15.819,NA,13,NA,NA,3542,0.53
"GJ 273 b",18.6498,NA,2.89,1.06,NA,3382,0.29
"GJ 273 c",4.7234,NA,1.18,6.66,NA,3382,0.29
"GJ 3021 b",133.71,NA,1071.04,NA,350,5540,0.9
"GJ 3082 b",11.949,NA,8.2,NA,NA,NA,0.47
"GJ 3090 b",2.853136,2.13,3.34,NA,693,3556,0.52
"GJ 3090 b",2.85310081,2.127,NA,42.23,650,3703,NA
"GJ 3138 b",1.22003,NA,1.78,118.1,NA,3717,0.68
"GJ 3138 c",5.974,NA,4.18,13.9,NA,3717,0.68
"GJ 3138 d",257.8,NA,10.5,0.1,NA,3717,0.68
"GJ 317 b",695.36,NA,588.93604,NA,NA,3492.73,0.45
"GJ 317 b",695.66,NA,557.1,NA,NA,NA,0.42
"GJ 317 b",692,NA,794.5,NA,NA,3510,0.42
"GJ 317 b",692.9,NA,381.4,NA,NA,NA,0.26
"GJ 317 c",7500,NA,531.72692,NA,NA,3492.73,0.45
"GJ 317 c",6739.323,NA,522.5,NA,NA,NA,0.42
"GJ 317 c",5312,NA,489.4582,NA,NA,NA,0.24
"GJ 317 c",10000,NA,635.66,NA,NA,3510,0.42
"GJ 3222 b",10.6666864,NA,11.73969,NA,NA,NA,0.89
"GJ 328 b",4100,NA,731,NA,NA,3900,0.69
"GJ 3293 b",30.6,NA,25.72,NA,NA,3466,0.42
"GJ 3293 b",30.5987,NA,23.54,1.07,NA,3466,0.42
"GJ 3293 c",123.75,NA,25.72,NA,NA,3466,0.42
"GJ 3293 c",122.6196,NA,21.09,0.17,NA,3466,0.42
"GJ 3293 d",48.1345,NA,7.6,0.59,NA,3466,0.42
"GJ 3293 e",13.2543,NA,3.28,3.34,NA,3466,0.42
"GJ 3323 b",5.3636,NA,2.02,2.58,NA,3159,0.16
"GJ 3323 c",40.54,NA,2.31,0.17,NA,3159,0.16
"GJ 3341 b",14.207,NA,6.6,NA,NA,3526,0.47
"GJ 338 B b",24.45,NA,10.27,NA,391,4005,0.64
"GJ 3470 b",3.33665,4.83,13.9,NA,NA,3600,0.54
"GJ 3470 b",3.3366496,4.57,13.9,NA,594,3600,0.54
"GJ 3470 b",3.336649,4.32,14.1,NA,NA,NA,0.56
"GJ 3470 b",3.3366413,NA,NA,NA,NA,3552,0.5
"GJ 3470 b",3.336665,NA,NA,NA,NA,3552,0.5
"GJ 3470 b",3.33714,4.2,14,NA,615,3600,0.54
"GJ 3470 b",3.336649,3.88,12.58,NA,615,3652,0.51
"GJ 3470 b",3.3366859,4.363,NA,40.58,703,3552,NA
"GJ 3470 b",3.336649,NA,NA,NA,NA,3552,0.5
"GJ 3470 b",3.3366487,3.88,13.73,NA,604,3652,0.51
"GJ 3473 b",1.1980035,1.264,1.86,59.4,773,3347,0.36
"GJ 3473 b",1.19799593,1.122,NA,58.26,705,3332,NA
"GJ 3473 c",15.509,NA,7.41,1.95,329,3347,0.36
"GJ 3512 b",203.69,NA,146.20107,NA,NA,3081,0.12
"GJ 3512 b",203.59,NA,147.15529,NA,NA,3081,0.12
"GJ 3512 c",1599.6,NA,63.56568,NA,NA,3081,0.12
"GJ 357 b",3.93072,1.217,1.84,12.6,525,3505,0.34
"GJ 357 b",3.93059678,1.217,NA,14.71,499,3505,NA
"GJ 357 c",9.1247,NA,3.4,4.45,401,3505,0.34
"GJ 357 d",55.661,NA,6.1,0.38,220,3505,0.34
"GJ 3634 b",2.64561,NA,8.4,NA,NA,NA,0.45
"GJ 367 b",0.321962,0.718,0.546,NA,1745,3522,0.45
"GJ 367 b",0.3219258,1.028,NA,586.61,1255,3518,NA
"GJ 3779 b",3.0232,NA,8,NA,NA,3324,0.27
"GJ 3929 b",2.6162745,1.15,1.21,17.5,569,3369,0.31
"GJ 3929 b",2.61627687,1.097,NA,19.11,533,3352,NA
"GJ 3929 b",2.616235,1.09,1.75,17.3,568,3384,0.31
"GJ 3929 c",15.04,NA,5.71,1.68,317,3384,0.31
"GJ 393 b",7.02679,NA,1.71,9.21,485,3579,0.43
"GJ 3942 b",6.905,NA,7.14,NA,590,3867,0.63
"GJ 3998 b",2.64977,NA,2.47,NA,NA,3722,0.5
"GJ 3998 c",13.74,NA,6.26,NA,NA,3722,0.5
"GJ 411 b",12.9382,NA,2.80325,NA,NA,3719.95,0.39
"GJ 411 b",12.9394,NA,2.69,NA,NA,3719,0.39
"GJ 411 b",12.9532,NA,2.99,NA,350,3563,0.39
"GJ 411 b",12.946,NA,2.69,3.13,370,3601,0.39
"GJ 414 A b",51.625,NA,10.23407,NA,NA,4205.93,0.69
"GJ 414 A b",50.8,2.63,7.6,NA,309,4120,0.65
"GJ 414 A c",744.7,NA,58.48043,NA,NA,4205.93,0.69
"GJ 414 A c",749.83,8.4,53.83,NA,125,4120,0.65
"GJ 422 b",20.129,NA,11.07,NA,NA,NA,0.35
"GJ 422 b",26.161,NA,9.9,NA,NA,3323,0.35
"GJ 4276 b",13.352,NA,16.57,NA,NA,3387,0.41
"GJ 433 b",7.3705,NA,6.043,NA,NA,NA,0.48
"GJ 433 b",7.3709,NA,5.79,NA,NA,3600,0.48
"GJ 433 b",7.3697,NA,5.3,NA,NA,3472,0.48
"GJ 433 b",7.3709,NA,6.3566,NA,NA,3461,0.59
"GJ 433 c",3400,NA,45,NA,NA,3472,0.48
"GJ 433 c",5094.105,NA,32.422,NA,NA,NA,0.48
"GJ 433 d",36.059,NA,5.223,NA,NA,NA,0.48
"GJ 436 b",2.64385,NA,22.6603,NA,NA,3350,0.44
"GJ 436 b",2.6,4.26,23.201,NA,650,NA,NA
"GJ 436 b",2.6438904,4.04,NA,NA,NA,3500,0.45
"GJ 436 b",2.6438979,3.96,NA,NA,NA,3585,0.45
"GJ 436 b",2.64385,4.222,23.1688,NA,649,3350,0.45
"GJ 436 b",NA,NA,21.67601,NA,NA,NA,0.45
"GJ 436 b",2.64389803,4.1,25.4,NA,NA,3416,0.56
"GJ 436 b",2.64389751,NA,NA,NA,NA,3350,0.45
"GJ 436 b",2.64389524,4.091,23.42407,NA,669,3500,0.46
"GJ 436 b",2.64389803,NA,25.4,NA,NA,3479,0.45
"GJ 436 b",2.64386,4.2,23.1,NA,NA,NA,NA
"GJ 436 b",2.643892,NA,21.23094,NA,NA,3586.11,0.44
"GJ 436 b",2.643943,NA,21.3891,NA,NA,3456,0.42
"GJ 436 b",2.64388312,4.17,22.1,NA,NA,NA,0.47
"GJ 436 b",2.6438986,NA,NA,NA,NA,3500,NA
"GJ 436 b",2.64388561,3.812,NA,29.43,594,3456,NA
"GJ 436 b",2.64389788,4.191,23.13802,NA,686,3350,NA
"GJ 436 b",2.64389846,NA,NA,NA,NA,3456,0.42
"GJ 436 b",2.643859,NA,21.6751,NA,NA,3456,0.42
"GJ 436 b",2.644,NA,21.36,NA,NA,3456,0.42
"GJ 436 b",2.6441,NA,21.294,NA,NA,NA,0.41
"GJ 480 b",9.567,NA,13.2,NA,NA,NA,0.45
"GJ 486 b",1.4700564,1.071,NA,157.72,987,3297,NA
"GJ 486 b",1.467119,1.305,2.82,40.3,701,3340,0.32
"GJ 504 b",NA,NA,1271.3,NA,510,6234,1.22
"GJ 514 b",140.43,NA,5.2,0.28,202,3728,0.51
"GJ 536 b",8.708,NA,6.52,NA,NA,3674,0.51
"GJ 536 b",8.7076,NA,5.36,NA,NA,3685,0.52
"GJ 581 b",5.366,NA,16.6,NA,NA,NA,0.31
"GJ 581 b",5.3686,NA,15.8,NA,NA,3396,0.31
"GJ 581 b",5.368,NA,15.2,NA,NA,3396,0.31
"GJ 581 b",5.36874,NA,15.65,NA,NA,NA,NA
"GJ 581 b",5.36841,NA,15.6,NA,NA,NA,0.31
"GJ 581 b",5.36879,NA,16.24103,NA,NA,3490.39,0.32
"GJ 581 c",12.9191,NA,5.6,NA,NA,NA,0.31
"GJ 581 c",12.9292,NA,5.36,NA,NA,NA,NA
"GJ 581 c",12.9144,NA,5.05347,NA,NA,3490.39,0.32
"GJ 581 c",12.914,NA,5.5,NA,NA,3396,0.31
"GJ 581 c",12.919,NA,5.652,NA,NA,3396,0.31
"GJ 581 e",3.14942,NA,1.94,NA,NA,NA,NA
"GJ 581 e",3.14867,NA,1.7,NA,NA,NA,0.31
"GJ 581 e",3.149,NA,1.7,NA,NA,3396,0.31
"GJ 581 e",3.153,NA,1.657,NA,NA,3396,0.31
"GJ 625 b",14.628,NA,2.82,NA,NA,3499,0.3
"GJ 649 b",604.8,NA,87.40281,NA,NA,3807.22,0.53
"GJ 649 b",598.3,NA,104.244,NA,NA,3700,0.54
"GJ 667 C b",7.20066,NA,5.68,NA,NA,NA,NA
"GJ 667 C b",7.1999,NA,5.6,NA,NA,3650,NA
"GJ 667 C b",7.2,NA,5.661,NA,NA,3650,NA
"GJ 667 C b",7.2004,NA,5.6,NA,NA,3350,0.33
"GJ 667 C c",28.1,NA,4.1,NA,NA,3650,NA
"GJ 667 C c",28.155,NA,4.54,NA,NA,NA,NA
"GJ 667 C c",28.14,NA,3.8,NA,NA,3350,0.33
"GJ 667 C c",28.143,NA,3.709,NA,NA,3650,NA
"GJ 667 C e",62.24,NA,2.7,NA,NA,3350,0.33
"GJ 667 C f",39.026,NA,2.7,NA,NA,3350,0.33
"GJ 667 C g",256.2,NA,4.6,NA,NA,3350,0.33
"GJ 674 b",4.6938,NA,11.09,NA,NA,3600,0.35
"GJ 676 A b",1051.44520601,NA,1837.01057,NA,NA,NA,0.63
"GJ 676 A b",1050.3,NA,1570,NA,NA,NA,0.71
"GJ 676 A b",1051.1,NA,2129.461,NA,NA,NA,NA
"GJ 676 A b",1056.80005,NA,1576.4368,NA,NA,3734,0.73
"GJ 676 A b",1056.8,NA,1557.301,NA,NA,NA,NA
"GJ 676 A c",7337,NA,2161.244,NA,NA,NA,NA
"GJ 676 A c",13921.42302046,NA,4271.00959,NA,NA,NA,0.63
"GJ 676 A d",3.6,NA,4.4,NA,NA,NA,0.71
"GJ 676 A d",3.60075682,NA,3.79832,NA,NA,NA,0.63
"GJ 676 A d",3.6005,NA,4.4,NA,NA,NA,NA
"GJ 676 A e",35.37,NA,11.5,NA,NA,NA,0.71
"GJ 676 A e",35.39,NA,8.1,NA,NA,NA,NA
"GJ 676 A e",35.47357709,NA,6.69167,NA,NA,NA,0.63
"GJ 680 b",17281.66513958,NA,7764.94529,NA,NA,NA,0.46
"GJ 682 b",17.478,NA,4.4,NA,NA,3028,0.27
"GJ 682 c",57.32,NA,8.7,NA,NA,3028,0.27
"GJ 685 b",24.16,NA,9,NA,NA,3816,0.55
"GJ 687 b",38.14,NA,18.394,NA,NA,3413,0.41
"GJ 687 b",38.142,NA,17.2,NA,NA,NA,0.4
"GJ 687 b",38.152,NA,17.57591,NA,NA,3561.3,0.42
"GJ 687 b",38.14,NA,19.0698,NA,NA,3340,0.45
"GJ 687 c",727.562,NA,16,NA,NA,NA,0.4
"GJ 720 A b",19.466,NA,13.64,NA,401,3837,0.57
"GJ 740 b",2.37756,NA,2.96,79,829,3913,0.58
"GJ 832 b",3416,NA,203.4,NA,NA,3657,0.45
"GJ 832 b",3657,NA,216,NA,NA,3472,0.45
"GJ 832 b",3507,NA,197.046,NA,NA,NA,0.44
"GJ 849 b",1890,NA,260.61,NA,NA,NA,0.49
"GJ 849 b",1924,NA,289.531,NA,NA,3407,0.46
"GJ 849 b",1882,NA,317.83,NA,NA,3241,0.65
"GJ 849 b",1915,NA,286.04557,NA,NA,NA,0.49
"GJ 849 b",1940,NA,283.18511,NA,NA,3562.68,0.5
"GJ 849 b",1845,NA,289.21,NA,NA,NA,0.49
"GJ 849 c",7068,NA,223.11554,NA,NA,NA,0.49
"GJ 849 c",5750,NA,342.93685,NA,NA,3562.68,0.5
"GJ 86 b",15.764,NA,1284.0332,NA,NA,NA,0.8
"GJ 86 b",15.76491,NA,1242.66,NA,NA,5151,0.77
"GJ 86 b",15.76491,NA,1404.8086,NA,NA,5182,0.93
"GJ 876 b",61.082,NA,887.69135,NA,NA,3271,0.34
"GJ 876 b",61.087,NA,845.3,NA,NA,NA,0.37
"GJ 876 b",60.83,NA,804.076,NA,NA,3271,0.34
"GJ 876 b",61.02,NA,600.67,NA,NA,3271,0.34
"GJ 876 b",60.85,NA,670.59,NA,NA,3271,0.34
"GJ 876 b",61.03474,NA,672.20708,NA,NA,3293.74,0.37
"GJ 876 b",61.065,NA,839.04,NA,NA,NA,0.33
"GJ 876 b",61.1166,NA,723.2235,NA,NA,NA,0.32
"GJ 876 c",30.126,NA,281.74197,NA,NA,3271,0.34
"GJ 876 c",30.455,NA,251.075,NA,NA,3271,0.34
"GJ 876 c",30.259,NA,273.32,NA,NA,NA,0.33
"GJ 876 c",30.0784,NA,266.2,NA,NA,NA,0.37
"GJ 876 c",30.12,NA,177.98,NA,NA,3271,0.34
"GJ 876 c",30.22902,NA,221.84423,NA,NA,3293.74,0.37
"GJ 876 c",30.0881,NA,226.9846,NA,NA,NA,0.32
"GJ 876 d",1.937916,NA,5.84804,NA,NA,3293.74,0.37
"GJ 876 d",1.93778,NA,5.85,NA,NA,3271,0.34
"GJ 876 d",1.93778,NA,6.83,NA,NA,NA,0.32
"GJ 876 d",1.93774,NA,7.53,NA,NA,3271,0.34
"GJ 876 d",1.938,NA,8.06144,NA,NA,3271,0.34
"GJ 876 d",1.937848,NA,7.49,NA,NA,NA,0.37
"GJ 876 d",1.93785,NA,7.4,NA,NA,NA,0.33
"GJ 876 e",124.5,NA,16.58,NA,NA,NA,0.37
"GJ 876 e",124.26,NA,14.6,NA,NA,NA,0.32
"GJ 876 e",124.4,NA,18.00115,NA,NA,3271,0.34
"GJ 887 b",9.262,NA,4.2,7.95,468,3688,0.49
"GJ 887 c",21.789,NA,7.6,2.56,352,3688,0.49
"GJ 896 A b",284.39,NA,718.2922,NA,NA,NA,0.44
"GJ 9066 c",771.36,NA,66.74397,NA,NA,3154,0.15
"GJ 9066 c",767.887,NA,71.6,NA,NA,NA,0.15
"GJ 96 b",73.94,NA,19.66,NA,NA,3785,0.6
"GJ 9689 b",18.27,NA,9.65,NA,453,3836,0.59
"GJ 9714 b",19240.75467009,NA,3051.24439,NA,NA,NA,0.67
"GJ 9827 b",1.209,1.571,4.89,NA,NA,4255,0.61
"GJ 9827 b",1.208957,1.75,NA,NA,1044,4255,0.66
"GJ 9827 b",1.2089802,1.62,3.42,315,1172,4269,0.61
"GJ 9827 b",1.208966,1.58,3.69,256,1114,4219,0.64
"GJ 9827 b",1.2089819,1.577,4.91,NA,NA,4340,0.61
"GJ 9827 b",1.20891224,1.622,NA,299.25,1061,4199,NA
"GJ 9827 c",3.648083,1.269,2.42,72,811,4269,0.61
"GJ 9827 c",3.6480957,1.241,0.84,NA,NA,4340,0.61
"GJ 9827 c",3.64823,1.24,1.45,59,771,4219,0.64
"GJ 9827 c",3.64802,1.36,NA,NA,722,4255,0.66
"GJ 9827 d",6.20142,2.04,2.35,29,646,4219,0.64
"GJ 9827 d",6.20141,2.1,NA,NA,605,4255,0.66
"GJ 9827 d",6.2014698,2.022,4.04,NA,NA,4340,0.61
"GJ 9827 d",6.201467,2.07,5.2,35.6,680,4269,0.61
"GPX-1 b",1.744579,16.477,6261.21962,4650,2300,7000,1.68
"GQ Lup b",NA,51.561,9852.73,NA,2400,4360,NA
"GQ Lup b",NA,33.6,6356,NA,2650,NA,0.7
"GSC 06214-00210 b",NA,NA,4258.7,NA,NA,NA,0.6
"GSC 06214-00210 b",NA,20.176,4767.45,NA,2200,4432,0.69
"GSC 06214-00210 b",NA,NA,5300,NA,2300,4200,0.9
"GSC 06214-00210 b",NA,NA,5000,NA,2300,4200,0.9
"GU Psc b",NA,14.179,3591.3,NA,1050,NA,0.33
"Gaia-1 b",3.052524,13.776,533.95172,NA,NA,5470,0.95
"Gaia-2 b",3.6915224,14.818,259.66581,NA,NA,5720,1
"Gl 378 b",3.822,NA,13.02,NA,830,3879,0.56
"Gl 49 b",13.8508,NA,5.63,NA,NA,3805,0.52
"Gl 686 b",15.5314,NA,6.64,NA,NA,3654,0.43
"Gl 686 b",15.53209,NA,7.1,NA,379,3663,0.42
"Gl 686 b",15.53,NA,6.624,NA,NA,3656,0.43
"HAT-P-1 b",4.46529976,13.922,166.86075,NA,NA,5980,1.13
"HAT-P-1 b",4.46529976,14.785,166.86075,NA,1322,5980,1.15
"HAT-P-1 b",4.4652968,14.785,168.13207,NA,1322,5980,NA
"HAT-P-1 b",4.46491,15.286,NA,437.17,1273,6051.2,NA
"HAT-P-1 b",4.4652992,NA,NA,NA,NA,5975,1.13
"HAT-P-1 b",4.4652934,NA,169.72122,NA,NA,6067,1.12
"HAT-P-1 b",4.46529974,NA,NA,NA,NA,6000,NA
"HAT-P-1 b",4.4652934,13.731,166.536,NA,NA,NA,1.13
"HAT-P-1 b",4.46529958,NA,NA,NA,NA,NA,NA
"HAT-P-1 b",4.46,14.796,168.4499,NA,1320,6051.18,1.13
"HAT-P-1 b",NA,NA,NA,NA,1322,6051.18,1.13
"HAT-P-1 b",4.4652934,13.641,166.54292,NA,1291,5975,1.13
"HAT-P-1 b",4.46543,13.922,169.08556,NA,1306,5975,1.13
"HAT-P-1 b",4.46529,15.244,168.4499,NA,NA,5975,1.12
"HAT-P-11 b",4.88780271,4.84,NA,97.1,801,4777,0.83
"HAT-P-11 b",4.88782,4.82,28.6047,NA,NA,4708,0.88
"HAT-P-11 b",4.88780308,NA,NA,NA,NA,4777.56,0.77
"HAT-P-11 b",4.8878006,4.862,NA,100.86,808,4757.3,NA
"HAT-P-11 b",NA,NA,24.02795,NA,NA,NA,0.81
"HAT-P-11 b",4.88780232,NA,NA,NA,NA,NA,NA
"HAT-P-11 b",4.8878049,NA,NA,NA,NA,NA,NA
"HAT-P-11 b",4.88780271,4.84,NA,97.1,801,4777,0.83
"HAT-P-11 b",4.88781501,4.45,26.69772,NA,838,4780,0.81
"HAT-P-11 b",4.88780244,4.36,23.4,NA,NA,4780,0.81
"HAT-P-11 b",NA,4.737,NA,100.77,NA,4864,NA
"HAT-P-11 b",4.8878009,NA,NA,NA,NA,4780,0.81
"HAT-P-11 b",4.88780271,4.84,NA,97.1,801,4777,0.83
"HAT-P-11 b",4.88780026,4.68,NA,NA,794,4766,0.79
"HAT-P-11 b",4.88780267,NA,NA,NA,NA,4777.56,0.77
"HAT-P-11 b",4.88780308,4.82,NA,96.67,800,4778,0.83
"HAT-P-11 b",4.88780271,4.71,NA,NA,NA,4653,0.81
"HAT-P-11 b",4.8878162,4.73,25.743,NA,878,4780,0.81
"HAT-P-11 c",3407,NA,507,NA,NA,4780,0.81
"HAT-P-11 c",3397,NA,731.009,NA,NA,NA,0.81
"HAT-P-12 b",3.21305992,10.301,63.88383,NA,955,4665,0.69
